Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Asia,South Korea,Vegetables,Online,L,02/01/2016,501564054,02/03/2016,2973,133.35,83.09,396461.81,247038.38,149423.43
Middle East and North Africa,Saudi Arabia,Baby Food,Online,M,09/11/2014,682511877,10/05/2014,7451,140.46,93.55,1046575.46,697069.13,349506.33
Australia and Oceania,Australia,Office Supplies,Offline,H,10/05/2015,769377269,10/27/2015,3096,595.73,534.22,1844391.24,1653943.18,190448.06
Sub-Saharan Africa,Eritrea,Fruits,Online,C,12/11/2012,718506196,01/03/2013,7638,67.6,47.41,516303.75,362083.31,154220.44
Europe,Germany,Meat,Online,M,04/10/2012,320006679,05/08/2012,8810,471.32,363.48,4152320.49,3202223.39,950097.09
Middle East and North Africa,Morocco,Vegetables,Offline,L,08/21/2014,758903325,09/24/2014,3175,145.8,81.28,462918.08,258050.0,204868.08
Central America and the Caribbean,Cuba,Beverages,Offline,C,01/20/2014,601316797,02/28/2014,2524,41.03,28.06,103562.95,70820.0,32742.95
Australia and Oceania,Papua New Guinea,Snacks,Online,C,02/09/2014,437429510,03/06/2014,9958,169.18,96.03,1684647.82,956245.69,728402.13
North America,Mexico,Snacks,Online,C,06/07/2015,827917415,06/18/2015,835,149.65,98.15,124958.59,81955.91,43002.69
North America,United States,Cereal,Online,H,02/27/2011,129750575,03/08/2011,9331,189.3,102.67,1766379.1,958007.44,808371.66
Europe,Montenegro,Vegetables,Online,C,03/03/2013,709340454,03/22/2013,2167,136.05,86.9,294822.01,188311.11,106510.9
Europe,Spain,Vegetables,Offline,H,11/26/2015,802185684,12/24/2015,1659,155.27,84.88,257593.26,140813.15,116780.1
Europe,Estonia,Cosmetics,Offline,L,04/15/2011,497448650,05/03/2011,5552,430.59,274.07,2390647.03,1521642.59,869004.44
Asia,India,Office Supplies,Online,L,01/14/2012,833859073,02/13/2012,4809,660.99,495.28,3178680.17,2381779.56,796900.61
Europe,Greece,Fruits,Offline,C,03/07/2016,502354798,04/09/2016,7174,66.41,47.94,476436.09,343934.55,132501.54
Asia,India,Baby Food,Offline,C,10/16/2011,605617092,11/17/2011,7778,146.36,94.4,1138391.53,734264.56,404126.98
Europe,Spain,Household,Online,C,11/13/2015,288095810,12/08/2015,4860,694.21,499.41,3373853.49,2427118.26,946735.23
Europe,Italy,Cosmetics,Offline,C,10/28/2013,663448482,12/06/2013,4657,395.18,253.28,1840352.01,1179525.78,660826.23
Central America and the Caribbean,Haiti,Fruits,Online,M,03/02/2016,352541675,03/17/2016,1919,69.33,45.22,133046.08,86773.9,46272.18
Middle East and North Africa,Turkey,Personal Care,Offline,C,02/10/2014,366065100,03/11/2014,405,78.29,50.43,31707.97,20423.37,11284.6
Australia and Oceania,Papua New Guinea,Clothes,Offline,L,03/06/2011,569971768,03/26/2011,6383,92.04,32.85,587471.2,209703.09,377768.11
Sub-Saharan Africa,Chad,Clothes,Offline,C,04/13/2016,261345712,05/08/2016,1470,103.45,35.06,152074.98,51539.58,100535.39
Europe,Italy,Beverages,Online,C,01/20/2012,745586172,01/24/2012,8990,47.98,27.63,431333.03,248405.54,182927.49
Middle East and North Africa,Morocco,Beverages,Online,C,01/08/2014,201646357,01/15/2014,1501,51.53,30.58,77339.12,45896.9,31442.21
Central America and the Caribbean,Costa Rica,Meat,Offline,C,10/27/2013,833455209,12/05/2013,4336,424.99,381.85,1842745.91,1655708.56,187037.36
Europe,France,Beverages,Offline,C,12/11/2011,770096811,01/04/2012,6274,45.79,29.73,287256.96,186543.55,100713.42
Middle East and North Africa,Saudi Arabia,Meat,Offline,H,01/13/2013,358164256,01/28/2013,1737,398.23,357.45,691729.97,620885.49,70844.48
Australia and Oceania,New Zealand,Personal Care,Offline,H,03/26/2011,949413860,04/26/2011,6010,89.8,56.11,539678.33,337196.35,202481.98
Middle East and North Africa,Morocco,Personal Care,Offline,H,02/16/2011,651920037,03/27/2011,5600,83.15,57.67,465612.21,322946.38,142665.83
Central America and the Caribbean,Haiti,Cereal,Online,M,01/27/2012,100690778,02/13/2012,2385,206.58,105.11,492690.73,250695.95,241994.78
Australia and Oceania,New Zealand,Office Supplies,Offline,C,10/17/2014,456772977,11/15/2014,6164,706.83,516.03,4356923.55,3180831.01,1176092.54
Australia and Oceania,Australia,Household,Offline,L,09/03/2012,994545822,09/29/2012,3884,618.35,450.19,2401664.66,1748552.83,653111.83
North America,Canada,Beverages,Online,C,01/31/2012,810457176,03/03/2012,8594,49.47,28.62,425145.52,245930.26,179215.25
Middle East and North Africa,Morocco,Vegetables,Offline,M,08/18/2011,948535761,08/23/2011,3728,152.84,85.83,569786.44,319971.14,249815.3
Europe,Germany,Cosmetics,Offline,H,01/29/2012,424412916,02/10/2012,8796,442.88,258.29,3895537.28,2271944.25,1623593.04
North America,Canada,Snacks,Offline,L,09/02/2013,190352831,09/24/2013,9736,162.11,86.12,1578268.59,838437.5,739831.09
North America,Canada,Cereal,Online,H,03/24/2016,373166110,04/26/2016,9851,186.83,117.5,1840422.52,1157533.04,682889.47
North America,United States,Baby Food,Online,M,01/23/2011,368348533,01/30/2011,9859,143.64,93.33,1416144.94,920176.22,495968.72
Sub-Saharan Africa,Cape Verde,Fruits,Online,L,04/06/2013,363994195,04/16/2013,4608,63.97,45.34,294768.22,208940.95,85827.26
Asia,Thailand,Meat,Offline,C,09/23/2015,417382537,10/16/2015,8459,445.99,382.83,3772625.84,3238326.05,534299.8
Australia and Oceania,New Zealand,Cereal,Online,L,08/08/2015,644914644,08/20/2015,4648,188.66,109.61,876901.94,509489.81,367412.13
Asia,India,Cosmetics,Online,C,06/17/2014,673846447,07/05/2014,9511,395.19,238.85,3758613.52,2271680.77,1486932.75
Central America and the Caribbean,Cuba,Beverages,Online,H,02/26/2014,931941396,04/03/2014,293,50.53,29.47,14804.49,8634.12,6170.37
North America,Mexico,Snacks,Offline,L,04/04/2011,443869664,04/11/2011,967,152.79,85.69,147749.86,82861.66,64888.19
Middle East and North Africa,Morocco,Vegetables,Online,C,03/16/2012,548890390,03/29/2012,4691,149.91,81.94,703233.18,384389.88,318843.3
Sub-Saharan Africa,Cape Verde,Cereal,Offline,H,08/22/2015,660733885,09/20/2015,2957,195.63,103.61,578464.98,306366.46,272098.52
Sub-Saharan Africa,Eritrea,Cereal,Offline,C,02/10/2016,282706881,03/10/2016,9213,170.41,100.47,1569994.96,925598.01,644396.95
Sub-Saharan Africa,Mali,Fruits,Online,H,08/24/2013,570146951,10/01/2013,7245,78.02,42.59,565265.51,308589.43,256676.08
Asia,Thailand,Snacks,Offline,L,09/06/2012,827204165,09/25/2012,3741,137.3,99.08,513640.78,370645.88,142994.9
Middle East and North Africa,Egypt,Cosmetics,Offline,L,06/14/2011,181697565,07/12/2011,3809,436.71,250.14,1663425.91,952780.11,710645.8
Europe,Greece,Fruits,Offline,L,03/24/2012,467882579,04/06/2012,8129,63.15,47.35,513335.56,384900.46,128435.1
Australia and Oceania,New Zealand,Meat,Offline,H,03/16/2016,242674851,04/14/2016,7141,470.55,356.56,3360183.87,2546162.12,814021.76
Central America and the Caribbean,Jamaica,Cereal,Offline,M,04/08/2016,556099491,04/12/2016,9222,193.37,111.32,1783217.43,1026616.57,756600.86
Central America and the Caribbean,Haiti,Personal Care,Online,H,08/30/2015,969099680,09/19/2015,1080,89.63,50.36,96795.17,54385.2,42409.97
Australia and Oceania,Papua New Guinea,Office Supplies,Online,L,10/22/2015,396015191,10/30/2015,7234,672.63,458.66,4865822.08,3317960.74,1547861.35
Europe,Italy,Baby Food,Offline,L,08/05/2014,920605657,08/10/2014,8781,164.64,89.17,1445741.25,783012.83,662728.42
Asia,India,Baby Food,Online,H,05/03/2015,225085707,05/17/2015,2987,156.81,90.6,468390.22,270630.1,197760.12
Sub-Saharan Africa,Kenya,Vegetables,Online,H,09/17/2015,601428425,10/21/2015,1354,130.52,90.66,176720.4,122758.33,53962.07
Middle East and North Africa,Morocco,Beverages,Offline,H,04/24/2014,256082309,05/31/2014,4417,41.65,31.37,183949.42,138565.55,45383.87
Sub-Saharan Africa,Mali,Snacks,Online,H,10/18/2015,771588604,11/25/2015,5062,153.19,95.78,775448.96,484816.67,290632.3
Middle East and North Africa,Saudi Arabia,Snacks,Online,M,02/17/2013,339963305,03/01/2013,3058,161.23,93.33,493048.36,285398.05,207650.3
Middle East and North Africa,Libya,Cereal,Offline,M,07/03/2011,986538952,07/27/2011,5407,188.43,100.88,1018849.9,545451.97,473397.93
Middle East and North Africa,Egypt,Cosmetics,Offline,H,03/21/2013,948031941,04/21/2013,1080,406.11,245.53,438593.6,265172.33,173421.27
Middle East and North Africa,Saudi Arabia,Snacks,Online,H,12/16/2013,950416526,12/23/2013,3986,151.43,93.27,603583.31,371758.8,231824.51
Europe,Germany,Cereal,Offline,M,04/18/2013,381659997,05/26/2013,9281,187.75,108.72,1742533.47,1009037.57,733495.9
Europe,France,Vegetables,Offline,H,05/29/2011,412868163,06/22/2011,790,139.81,95.27,110449.34,75262.09,35187.25
Australia and Oceania,Fiji,Office Supplies,Online,C,01/16/2015,371671319,01/27/2015,3004,578.41,535.87,1737558.59,1609766.99,127791.61
Central America and the Caribbean,Costa Rica,Cosmetics,Online,M,09/21/2014,767592429,10/29/2014,947,379.85,250.85,359720.55,237555.25,122165.3
Sub-Saharan Africa,Senegal,Cosmetics,Offline,M,05/01/2016,286764202,05/30/2016,387,385.64,264.51,149241.64,102364.04,46877.6
Australia and Oceania,Papua New Guinea,Snacks,Online,C,03/10/2013,795184754,04/11/2013,4481,148.33,100.87,664677.34,451990.91,212686.43
Europe,Montenegro,Office Supplies,Offline,H,11/04/2011,326635144,12/01/2011,110,684.78,542.99,75326.28,59729.14,15597.14
Central America and the Caribbean,Haiti,Vegetables,Online,C,07/10/2012,910321919,07/14/2012,146,154.83,96.43,22605.33,14078.27,8527.06
Sub-Saharan Africa,Nigeria,Clothes,Online,M,08/27/2011,276937412,09/03/2011,784,109.31,32.03,85696.44,25110.49,60585.95
Asia,Thailand,Household,Offline,L,07/11/2011,257124821,08/06/2011,9149,674.32,514.35,6169387.99,4705745.68,1463642.31
North America,United States,Meat,Offline,M,07/08/2013,806310180,07/12/2013,2692,452.42,327.45,1217925.2,881499.67,336425.53
Central America and the Caribbean,Haiti,Office Supplies,Online,C,06/28/2012,271689160,07/17/2012,2588,657.09,535.35,1700550.99,1385476.89,315074.1
Europe,Montenegro,Snacks,Offline,L,11/30/2012,778150584,12/15/2012,5957,145.78,96.1,868397.13,572465.94,295931.19
Sub-Saharan Africa,Kenya,Beverages,Online,H,08/24/2011,854109402,09/18/2011,9378,51.74,28.72,485227.87,269346.29,215881.58
Sub-Saharan Africa,Chad,Clothes,Online,M,01/03/2016,283996584,02/03/2016,3134,112.64,38.33,353026.04,120112.46,232913.58
Middle East and North Africa,Turkey,Office Supplies,Online,C,05/03/2015,615503131,05/24/2015,4542,565.73,510.34,2569541.16,2317966.19,251574.97
Asia,Thailand,Snacks,Offline,L,09/30/2012,478574345,10/18/2012,1130,140.19,93.6,158409.75,105763.85,52645.9
Central America and the Caribbean,Jamaica,Vegetables,Online,L,04/23/2016,221716054,05/03/2016,6524,156.17,91.16,1018825.75,594708.94,424116.81
North America,Canada,Snacks,Online,C,12/24/2013,387389184,01/06/2014,8975,145.71,103.77,1307740.39,931341.29,376399.1
Central America and the Caribbean,Haiti,Baby Food,Offline,M,06/27/2013,574779274,07/11/2013,5088,152.41,88.8,775478.03,451806.85,323671.17
North America,Canada,Personal Care,Online,C,07/05/2013,385481274,07/18/2013,2757,74.0,50.1,204004.96,138124.68,65880.28
Asia,South Korea,Personal Care,Online,L,04/04/2016,252344931,04/08/2016,5174,90.71,56.07,469359.33,290125.56,179233.78
Australia and Oceania,New Zealand,Fruits,Online,M,02/12/2011,362442113,02/22/2011,350,66.45,42.42,23258.11,14847.64,8410.47
Middle East and North Africa,Libya,Household,Online,C,08/22/2014,691093262,09/04/2014,6197,637.52,521.78,3950705.65,3233441.06,717264.59
Central America and the Caribbean,Cuba,Clothes,Offline,M,11/03/2014,784595828,11/14/2014,8491,114.2,37.9,969676.91,321836.46,647840.45
Sub-Saharan Africa,Senegal,Snacks,Online,M,05/03/2016,447857773,05/12/2016,5235,166.4,91.39,871127.08,478413.29,392713.79
Central America and the Caribbean,Jamaica,Cosmetics,Online,C,08/24/2012,780366224,10/02/2012,2323,460.04,225.97,1068662.51,524928.45,543734.05
North America,Canada,Meat,Online,M,03/22/2014,675050879,04/02/2014,1735,385.55,378.63,668929.61,656923.73,12005.88
Asia,China,Snacks,Offline,C,01/23/2011,378967000,02/05/2011,8002,146.49,88.39,1172212.62,707324.9,464887.71
Central America and the Caribbean,Haiti,Personal Care,Offline,H,03/26/2011,487504821,04/27/2011,4923,80.69,51.62,397254.41,254131.34,143123.07
Australia and Oceania,Papua New Guinea,Snacks,Online,L,04/15/2011,984279272,04/16/2011,330,147.06,94.34,48530.87,31133.6,17397.27
Europe,Spain,Meat,Online,M,01/31/2012,741665487,02/17/2012,7843,431.55,347.24,3384634.36,2723409.43,661224.94
Asia,Vietnam,Cereal,Online,H,07/17/2014,728079925,08/20/2014,3176,162.16,106.04,515034.56,336787.2,178247.36
Australia and Oceania,Fiji,Clothes,Online,C,03/05/2014,155181314,04/05/2014,8131,109.13,33.99,887350.37,276403.83,610946.53
Middle East and North Africa,Libya,Clothes,Offline,M,02/29/2016,399319243,03/21/2016,7845,91.46,37.99,717467.91,298023.93,419443.98
Central America and the Caribbean,Haiti,Meat,Online,C,10/24/2013,234007467,11/20/2013,870,421.25,380.41,366491.32,330955.62,35535.7
Asia,Vietnam,Vegetables,Online,C,04/15/2013,269898188,04/26/2013,6525,140.11,92.68,914193.98,604768.13,309425.84
Central America and the Caribbean,Costa Rica,Snacks,Online,M,02/12/2016,860692187,03/22/2016,2874,139.83,103.5,401866.51,297472.94,104393.57
Central America and the Caribbean,Jamaica,Snacks,Online,L,07/31/2012,130877053,08/10/2012,9174,146.46,96.77,1343640.72,887737.44,455903.28
Australia and Oceania,Fiji,Vegetables,Offline,C,06/28/2012,667945367,07/15/2012,7326,131.15,93.8,960772.1,687150.21,273621.89
North America,United States,Baby Food,Online,H,09/21/2011,398063115,09/24/2011,7632,150.51,86.27,1148705.07,658417.46,490287.61
Australia and Oceania,New Zealand,Baby Food,Offline,M,08/05/2014,974900410,09/04/2014,5647,167.65,88.59,946720.57,500284.32,446436.25
North America,United States,Baby Food,Offline,M,01/26/2015,582694414,02/02/2015,4084,137.84,91.39,562922.79,373225.13,189697.66
Australia and Oceania,Papua New Guinea,Personal Care,Online,C,05/30/2015,654075837,06/28/2015,9177,79.07,50.96,725639.18,467633.84,258005.33
Asia,China,Cosmetics,Online,L,02/07/2016,464886573,03/03/2016,5986,427.62,268.87,2559736.1,1609458.02,950278.08
Central America and the Caribbean,Jamaica,Office Supplies,Online,M,04/14/2014,524176320,04/29/2014,2710,665.55,465.96,1803642.84,1262760.48,540882.36
Middle East and North Africa,Egypt,Personal Care,Online,H,01/10/2011,621869934,02/18/2011,731,85.23,53.81,62300.94,39336.56,22964.38
Central America and the Caribbean,Haiti,Clothes,Offline,C,12/15/2011,244115170,12/30/2011,2159,90.01,33.19,194323.01,71654.43,122668.58
Middle East and North Africa,Turkey,Clothes,Offline,M,02/10/2011,558107801,03/21/2011,2690,107.73,31.65,289788.8,85131.52,204657.29
Sub-Saharan Africa,Mali,Fruits,Offline,H,01/30/2016,317714213,02/16/2016,3684,77.29,49.14,284750.67,181018.24,103732.43
Sub-Saharan Africa,Mali,Office Supplies,Offline,L,10/09/2015,673297056,10/13/2015,4760,581.6,516.67,2768393.98,2459353.42,309040.56
Europe,Germany,Vegetables,Online,L,10/20/2014,469876619,10/31/2014,8594,160.89,83.77,1382673.79,719887.71,662786.09
North America,Canada,Fruits,Offline,L,10/31/2013,746869117,11/09/2013,6450,79.32,43.95,511622.65,283461.56,228161.09
Middle East and North Africa,Libya,Baby Food,Offline,L,03/18/2012,441144388,03/26/2012,8809,169.87,89.71,1496386.09,790240.8,706145.29
Australia and Oceania,Australia,Cereal,Online,L,11/10/2014,340140269,11/24/2014,257,180.18,109.12,46305.99,28044.5,18261.48
North America,United States,Fruits,Online,M,05/29/2014,959216494,06/22/2014,5303,68.91,43.99,365439.27,233294.29,132144.98
Europe,Estonia,Snacks,Offline,H,05/11/2012,883561691,05/19/2012,910,137.79,95.07,125389.87,86513.83,38876.04
Sub-Saharan Africa,Cape Verde,Baby Food,Offline,M,02/16/2016,467688918,03/26/2016,9408,163.69,88.79,1540009.61,835334.51,704675.1
Middle East and North Africa,Egypt,Fruits,Offline,C,11/08/2015,203743498,12/02/2015,6331,67.95,40.84,430207.35,258569.33,171638.02
Asia,South Korea,Personal Care,Online,C,11/17/2013,645901584,11/18/2013,1790,88.77,56.7,158893.03,101486.79,57406.25
North America,Canada,Cosmetics,Online,C,12/12/2013,997751979,12/26/2013,5495,442.41,238.08,2431027.53,1308269.21,1122758.32
North America,Mexico,Snacks,Offline,M,03/26/2015,822778742,05/04/2015,5874,160.82,88.51,944627.59,519911.24,424716.35
Central America and the Caribbean,Costa Rica,Fruits,Online,H,01/28/2012,927093865,03/07/2012,8284,64.98,47.46,538312.72,393124.88,145187.83
Middle East and North Africa,Morocco,Snacks,Online,M,11/03/2012,399786517,11/19/2012,7742,141.46,99.79,1095207.29,772608.0,322599.29
Europe,Greece,Office Supplies,Online,M,12/25/2011,121813333,01/17/2012,9450,700.25,469.74,6617386.97,4439089.13,2178297.84
North America,Mexico,Personal Care,Offline,M,05/11/2011,669401312,06/15/2011,180,72.93,56.36,13127.05,10145.44,2981.61
North America,United States,Household,Offline,C,12/30/2014,546502112,01/18/2015,4508,741.38,517.46,3342160.71,2332715.02,1009445.69
North America,United States,Clothes,Offline,M,02/21/2013,376742387,02/27/2013,7013,108.43,31.99,760395.66,224350.85,536044.81
Europe,Germany,Beverages,Offline,L,07/17/2015,126773069,07/23/2015,1880,50.68,31.91,95279.94,59985.36,35294.59
Asia,India,Household,Offline,M,05/19/2014,755420653,06/12/2014,9117,622.96,471.32,5679563.01,4297004.83,1382558.18
Central America and the Caribbean,Haiti,Vegetables,Online,L,09/17/2013,497577326,09/20/2013,3161,143.57,91.89,453817.64,290468.34,163349.3
Asia,India,Personal Care,Online,M,09/14/2011,686759042,10/23/2011,3575,77.26,51.97,276207.09,185793.3,90413.79
North America,United States,Cereal,Offline,C,05/20/2016,636818022,06/15/2016,5770,165.72,119.13,956223.0,687390.68,268832.32
Asia,Thailand,Household,Offline,H,05/07/2014,671937054,05/26/2014,1786,738.33,518.64,1318652.71,926296.85,392355.86
North America,Canada,Office Supplies,Online,M,11/11/2012,544584730,12/17/2012,4299,574.65,460.12,2470417.0,1978040.32,492376.68
North America,Mexico,Personal Care,Offline,M,11/02/2013,275052155,11/13/2013,365,91.36,52.31,33346.18,19092.06,14254.12
Central America and the Caribbean,Jamaica,Snacks,Online,L,12/05/2013,364502826,12/23/2013,3082,155.4,91.93,478928.69,283336.05,195592.64
Middle East and North Africa,Libya,Clothes,Online,H,02/20/2013,890483854,03/17/2013,1560,109.49,31.66,170802.56,49385.15,121417.42
Middle East and North Africa,Egypt,Office Supplies,Offline,L,09/24/2013,823902554,10/24/2013,6311,691.73,466.29,4365504.69,2942757.87,1422746.82
Middle East and North Africa,Turkey,Personal Care,Offline,H,11/02/2011,651571850,11/24/2011,8379,83.05,50.06,695848.8,419415.72,276433.08
North America,United States,Household,Offline,L,05/19/2011,917819717,05/30/2011,4726,651.43,463.37,3078652.82,2189887.65,888765.17
North America,United States,Household,Offline,H,05/31/2013,940262271,06/14/2013,4538,741.64,493.59,3365545.77,2239918.9,1125626.86
North America,United States,Snacks,Online,L,07/14/2013,506116411,08/04/2013,257,172.22,98.02,44261.16,25191.57,19069.59
Sub-Saharan Africa,Senegal,Meat,Online,L,12/23/2011,557896504,01/22/2012,7601,475.41,381.49,3613559.69,2899690.63,713869.06
Sub-Saharan Africa,Cape Verde,Household,Online,C,06/20/2013,375963328,07/15/2013,257,611.12,525.91,157056.79,135159.77,21897.03
Sub-Saharan Africa,Eritrea,Fruits,Offline,L,03/09/2012,321704008,03/11/2012,1976,74.03,43.14,146287.84,85237.38,61050.46
Central America and the Caribbean,Jamaica,Baby Food,Online,C,07/04/2013,304314680,07/07/2013,977,136.17,98.4,133038.59,96140.3,36898.29
North America,Canada,Meat,Offline,C,08/18/2011,268757621,09/11/2011,9281,411.68,375.73,3820774.0,3487195.73,333578.27
Middle East and North Africa,Libya,Personal Care,Online,L,12/12/2015,372330546,01/11/2016,2109,86.76,51.58,182983.2,108783.33,74199.87
Australia and Oceania,New Zealand,Personal Care,Offline,L,10/29/2015,244241743,11/19/2015,7940,77.37,56.7,614317.81,450170.95,164146.86
North America,Mexico,Vegetables,Online,M,01/20/2016,154014444,02/06/2016,7070,130.3,92.15,921237.02,651516.25,269720.77
Central America and the Caribbean,Haiti,Clothes,Offline,L,03/24/2013,796517967,04/28/2013,4432,114.62,32.03,508008.56,141965.62,366042.93
Asia,China,Baby Food,Offline,M,10/23/2012,975514304,11/20/2012,3500,155.27,96.29,543455.19,337024.81,206430.38
Sub-Saharan Africa,Nigeria,Household,Offline,L,04/05/2012,912082364,04/16/2012,9104,697.79,481.84,6352650.61,4386668.19,1965982.42
Asia,Thailand,Snacks,Offline,L,12/03/2011,802692823,01/11/2012,6339,148.6,90.27,941999.28,572213.65,369785.63
North America,Canada,Clothes,Offline,M,09/07/2012,492301116,09/29/2012,2647,104.49,35.83,276596.05,94848.75,181747.3
North America,Canada,Meat,Offline,M,01/19/2012,743660671,01/26/2012,4093,397.23,356.25,1625873.85,1458131.25,167742.6
Australia and Oceania,Papua New Guinea,Household,Offline,C,12/16/2015,722915706,01/02/2016,7642,696.48,455.99,5322492.03,3484679.9,1837812.13
Europe,Montenegro,Fruits,Offline,M,03/24/2016,465406442,03/29/2016,9188,71.98,44.96,661356.61,413103.66,248252.95
North America,Canada,Baby Food,Offline,M,06/10/2016,169298432,06/22/2016,2581,146.43,93.38,377939.52,241019.93,136919.6
Asia,South Korea,Clothes,Offline,L,10/27/2011,599307327,11/28/2011,3023,107.25,34.23,324222.44,103485.26,220737.19
Central America and the Caribbean,Costa Rica,Clothes,Offline,C,08/13/2012,356116674,08/30/2012,9194,106.64,33.5,980490.54,308031.82,672458.72
Asia,Vietnam,Snacks,Offline,H,05/06/2012,730271618,05/07/2012,7235,142.9,89.82,1033892.35,649870.44,384021.91
Sub-Saharan Africa,Cape Verde,Snacks,Online,C,08/29/2011,115505393,09/12/2011,1755,170.84,100.17,299818.02,175797.83,124020.2
North America,Canada,Personal Care,Offline,C,10/04/2011,599391658,11/10/2011,9951,82.73,54.31,823228.39,540425.17,282803.23
Asia,Thailand,Office Supplies,Offline,L,06/24/2012,764456640,06/27/2012,9972,592.91,475.71,5912469.61,4743776.22,1168693.39
Sub-Saharan Africa,Nigeria,Baby Food,Offline,H,03/11/2014,346656864,03/27/2014,4429,167.57,96.02,742158.03,425271.36,316886.67
Asia,Thailand,Beverages,Offline,L,03/07/2013,264771525,03/12/2013,5791,50.3,30.08,291266.85,174173.01,117093.84
Australia and Oceania,Fiji,Vegetables,Online,C,03/15/2011,134394700,04/15/2011,1411,129.33,81.98,182482.2,115667.87,66814.33
Sub-Saharan Africa,Cape Verde,Clothes,Offline,L,09/18/2013,867339232,10/01/2013,3042,100.52,38.23,305789.18,116295.43,189493.76
Asia,Vietnam,Fruits,Offline,C,12/03/2012,930568940,12/25/2012,9917,65.98,42.95,654319.05,425889.21,228429.84
Central America and the Caribbean,Haiti,Baby Food,Offline,L,07/19/2015,765118158,07/27/2015,4020,153.99,98.49,619032.35,395918.92,223113.42
Sub-Saharan Africa,Mali,Cosmetics,Online,M,12/23/2015,808659971,12/24/2015,6656,441.7,271.52,2939971.03,1807253.29,1132717.74
Middle East and North Africa,Turkey,Beverages,Online,H,05/26/2014,403123517,06/18/2014,799,43.71,28.44,34923.49,22719.78,12203.71
Europe,Montenegro,Clothes,Online,H,05/26/2014,777697641,06/04/2014,691,113.98,38.02,78758.66,26270.18,52488.48
Central America and the Caribbean,Haiti,Cereal,Offline,M,02/12/2012,703371148,02/21/2012,898,173.68,100.86,155960.34,90574.32,65386.02
Asia,Japan,Cosmetics,Offline,L,02/20/2012,267678118,03/12/2012,2516,464.81,266.54,1169456.81,670610.54,498846.28
Sub-Saharan Africa,Chad,Baby Food,Online,H,11/09/2015,816528105,11/29/2015,1757,136.75,95.03,240270.95,166970.47,73300.48
Australia and Oceania,Papua New Guinea,Vegetables,Offline,H,11/03/2011,782587289,11/21/2011,4536,149.17,89.37,676630.33,405370.46,271259.87
North America,Canada,Personal Care,Offline,H,06/22/2011,222768213,06/26/2011,1664,88.21,57.59,146784.9,95830.97,50953.93
Asia,Vietnam,Beverages,Offline,H,05/28/2016,495234314,06/09/2016,8008,41.12,31.92,329293.06,255646.19,73646.87
Australia and Oceania,Australia,Clothes,Online,C,04/22/2014,987849504,05/06/2014,3664,90.21,32.68,330525.29,119740.23,210785.06
Asia,South Korea,Meat,Online,H,12/30/2014,837786351,02/01/2015,3859,419.41,315.09,1618487.06,1215931.96,402555.1
Sub-Saharan Africa,Eritrea,Baby Food,Online,L,01/11/2016,420517756,01/19/2016,1147,157.81,89.0,181011.66,102081.1,78930.56
Sub-Saharan Africa,Kenya,Household,Offline,C,12/15/2015,688161856,01/02/2016,1462,619.03,433.13,905019.8,633237.33,271782.47
Sub-Saharan Africa,Senegal,Household,Offline,C,09/23/2014,761575200,10/24/2014,6767,637.03,496.34,4310778.22,3358762.43,952015.79
